episode,reward,loss,epsilon,avg_delay,drops,steps
1,-11.8351,0.000000,0.0000,36.701,0,4
2,18.4858,0.000000,0.0000,30.283,0,5
3,-10.5772,0.000000,0.0000,11.544,0,2
4,-12.3471,0.000000,0.0000,46.942,0,5
5,-12.7140,0.000000,0.0000,54.281,0,3
6,19.1142,0.000000,0.0000,17.716,0,2
7,18.5095,0.000000,0.0000,29.809,0,3
8,-12.4420,0.000000,0.0000,48.841,0,3
9,-11.1365,0.000000,0.0000,22.731,0,3
10,19.4210,0.000000,0.0000,11.580,0,2
11,19.4507,0.000000,0.0000,10.986,0,2
12,-11.7732,0.000000,0.0000,35.465,0,3
13,-12.4106,0.000000,0.0000,48.211,0,3
14,-13.9444,0.000000,0.0000,78.888,0,5
15,17.9988,0.000000,0.0000,40.024,0,4
16,-12.5178,0.000000,0.0000,50.357,0,4
17,-12.2831,0.000000,0.0000,45.663,0,3
18,18.2067,0.000000,0.0000,35.867,0,4
19,-12.4451,0.000000,0.0000,48.901,0,4
20,18.5795,0.000000,0.0000,28.410,0,2
21,-12.4938,0.000000,0.0000,49.877,0,4
22,-13.4529,0.000000,0.0000,69.057,0,4
23,-12.3548,0.000000,0.0000,47.097,0,4
24,-12.4558,0.000000,0.0000,49.116,0,2
25,18.3712,0.000000,0.0000,32.575,0,4
26,19.1414,0.000000,0.0000,17.171,0,2
27,17.2500,0.000000,0.0000,55.000,0,4
28,19.3638,0.000000,0.0000,12.725,0,2
29,19.2549,0.000000,0.0000,14.902,0,2
30,-12.3704,0.000000,0.0000,47.408,0,4
31,-14.3144,0.000000,0.0000,86.288,0,5
32,19.2789,0.000000,0.0000,14.423,0,2
33,18.6808,0.000000,0.0000,26.385,0,2
34,-10.0000,0.000000,0.0000,0.000,0,1
35,-10.6001,0.000000,0.0000,12.002,0,2
36,-12.1910,0.000000,0.0000,43.819,0,3
37,-10.7481,0.000000,0.0000,14.961,0,2
38,15.5484,0.000000,0.0000,89.032,0,6
39,19.0095,0.000000,0.0000,19.810,0,3
40,-12.5256,0.000000,0.0000,50.512,0,4
41,-11.6218,0.000000,0.0000,32.437,0,2
42,-12.0288,0.000000,0.0000,40.576,0,3
43,18.3919,0.000000,0.0000,32.162,0,2
44,19.0399,0.000000,0.0000,19.203,0,3
45,-11.5163,0.000000,0.0000,30.327,0,3
46,18.5517,0.000000,0.0000,28.967,0,2
47,18.4627,0.000000,0.0000,30.746,0,3
48,-12.2361,0.000000,0.0000,44.722,0,4
49,-11.2118,0.000000,0.0000,24.236,0,3
50,-11.8116,0.000000,0.0000,36.231,0,2
51,-11.2068,0.000000,0.0000,24.136,0,2
52,-12.0277,0.000000,0.0000,40.555,0,4
53,17.6213,0.000000,0.0000,47.575,0,3
54,-12.9695,0.000000,0.0000,59.390,0,3
55,18.7723,0.000000,0.0000,24.554,0,3
56,-12.0512,0.000000,0.0000,41.024,0,3
57,-11.5663,0.000000,0.0000,31.325,0,2
58,-11.4964,0.000000,0.0000,29.927,0,3
59,-13.9879,0.000000,0.0000,79.757,0,4
60,18.7015,0.000000,0.0000,25.970,0,3
61,-14.2568,0.000000,0.0000,85.136,0,4
62,18.5913,0.000000,0.0000,28.173,0,3
63,18.0132,0.000000,0.0000,39.737,0,3
64,-11.8404,0.000000,0.0000,36.807,0,3
65,19.4297,0.000000,0.0000,11.406,0,2
66,-11.9202,0.000000,0.0000,38.403,0,3
67,19.2527,0.000000,0.0000,14.946,0,2
68,18.3437,0.000000,0.0000,33.125,0,2
69,-11.3989,0.000000,0.0000,27.978,0,2
70,18.8226,0.000000,0.0000,23.548,0,3
71,17.2282,0.000000,0.0000,55.436,0,3
72,19.6096,0.000000,0.0000,7.807,0,2
73,18.6531,0.000000,0.0000,26.939,0,3
74,19.4286,0.000000,0.0000,11.428,0,2
75,-12.6328,0.000000,0.0000,52.657,0,4
76,19.0767,0.000000,0.0000,18.467,0,3
77,-11.7031,0.000000,0.0000,34.062,0,4
78,19.0925,0.000000,0.0000,18.151,0,3
79,19.2189,0.000000,0.0000,15.622,0,2
80,19.2702,0.000000,0.0000,14.596,0,2
81,18.5679,0.000000,0.0000,28.643,0,4
82,17.9643,0.000000,0.0000,40.715,0,5
83,18.4582,0.000000,0.0000,30.837,0,3
84,-11.5970,0.000000,0.0000,31.940,0,3
85,19.3119,0.000000,0.0000,13.761,0,2
86,19.4888,0.000000,0.0000,10.225,0,2
87,-11.9475,0.000000,0.0000,38.949,0,3
88,18.3450,0.000000,0.0000,33.100,0,2
89,-11.3371,0.000000,0.0000,26.742,0,3
90,-11.1721,0.000000,0.0000,23.442,0,3
91,-13.2845,0.000000,0.0000,65.691,0,3
92,-11.0747,0.000000,0.0000,21.495,0,3
93,19.2793,0.000000,0.0000,14.415,0,2
94,19.2588,0.000000,0.0000,14.823,0,2
95,18.4678,0.000000,0.0000,30.645,0,3
96,-12.0268,0.000000,0.0000,40.537,0,2
97,19.4776,0.000000,0.0000,10.447,0,2
98,-10.0000,0.000000,0.0000,0.000,0,1
99,17.2928,0.000000,0.0000,54.145,0,4
100,-12.5485,0.000000,0.0000,50.970,0,2
101,-11.6223,0.000000,0.0000,32.446,0,2
102,18.7543,0.000000,0.0000,24.913,0,2
103,17.6195,0.000000,0.0000,47.611,0,4
104,18.9011,0.000000,0.0000,21.977,0,2
105,-12.8934,0.000000,0.0000,57.869,0,3
106,19.3508,0.000000,0.0000,12.985,0,2
107,-12.7334,0.000000,0.0000,54.669,0,3
108,17.3949,0.000000,0.0000,52.103,0,3
109,19.6356,0.000000,0.0000,7.288,0,2
110,19.5429,0.000000,0.0000,9.143,0,2
111,19.5350,0.000000,0.0000,9.300,0,2
112,-10.0000,0.000000,0.0000,0.000,0,1
113,-13.4582,0.000000,0.0000,69.164,0,4
114,16.5337,0.000000,0.0000,69.327,0,5
115,17.3293,0.000000,0.0000,53.415,0,3
116,19.2597,0.000000,0.0000,14.806,0,3
117,19.2824,0.000000,0.0000,14.351,0,2
118,18.0450,0.000000,0.0000,39.099,0,3
119,18.1386,0.000000,0.0000,37.228,0,3
120,17.4406,0.000000,0.0000,51.189,0,4
121,18.3663,0.000000,0.0000,32.673,0,3
122,19.4937,0.000000,0.0000,10.126,0,2
123,-10.6495,0.000000,0.0000,12.989,0,2
124,18.0438,0.000000,0.0000,39.124,0,3
125,-11.9422,0.000000,0.0000,38.844,0,3
126,-10.0000,0.000000,0.0000,0.000,0,1
127,-10.0000,0.000000,0.0000,0.000,0,1
128,-10.6544,0.000000,0.0000,13.089,0,2
129,17.7716,0.000000,0.0000,44.569,0,5
130,18.4264,0.000000,0.0000,31.471,0,2
131,19.4048,0.000000,0.0000,11.904,0,2
132,19.5125,0.000000,0.0000,9.751,0,2
133,18.4674,0.000000,0.0000,30.652,0,2
