episode,reward,loss,epsilon,avg_delay,drops,steps
1,-1.3758,0.000000,0.9950,4.586,0,3
2,-815.1994,0.000000,0.9900,8.375,1,48
3,-148.1861,182.009390,0.9851,6.297,0,13
4,-194.0205,1155.177890,0.9801,7.789,0,18
5,-661.4255,1013.352611,0.9752,7.142,0,38
6,-83.6242,415.518121,0.9704,7.248,0,9
7,-34.5231,436.306903,0.9655,11.308,0,5
8,-165.0171,455.231934,0.9607,4.561,0,13
9,9.3722,400.096085,0.9559,6.278,0,2
10,-118.4826,410.312604,0.9511,7.711,0,14
11,-81.2639,872.530134,0.9464,4.213,0,7
12,-2.9360,591.802008,0.9416,5.872,0,5
13,19.3682,856.128235,0.9369,6.318,0,1
14,-65.8068,609.171929,0.9322,8.295,0,9
15,8.7436,582.116984,0.9276,6.282,0,3
16,-83.1184,863.132115,0.9229,6.237,0,7
17,-819.7591,707.059616,0.9183,5.645,0,45
18,-53.7724,644.530243,0.9137,5.389,0,8
19,19.1737,574.665222,0.9092,8.263,0,1
20,-102.8076,661.637668,0.9046,5.615,0,9
21,-981.8876,828.966544,0.9001,5.760,0,50
22,-811.5928,728.776291,0.8956,6.637,1,41
23,-63.7529,641.479732,0.8911,7.506,0,7
24,-217.5055,626.676821,0.8867,6.823,0,16
25,0.0000,676.014435,0.8822,0.000,0,2
26,-323.8823,749.444856,0.8778,7.712,0,23
27,-658.1374,682.077430,0.8734,9.077,0,38
28,8.1305,796.841904,0.8691,6.232,0,4
29,-22.8485,751.519189,0.8647,5.697,0,5
30,-625.7340,891.973936,0.8604,7.569,0,38
31,-78.4585,1361.755048,0.8561,14.098,0,7
32,19.1709,1430.713867,0.8518,8.291,0,1
33,-211.4929,1298.060245,0.8475,8.841,0,17
34,-303.7913,1218.280797,0.8433,7.662,0,21
35,-2.3784,1305.600708,0.8391,7.928,0,3
36,-24.0252,1128.603082,0.8349,8.050,0,5
37,-174.6839,1308.660381,0.8307,9.177,0,16
38,-201.5945,1255.444305,0.8266,6.441,0,19
39,-96.5572,1395.824796,0.8224,8.196,0,11
40,-160.2882,981.233681,0.8183,6.859,0,16
41,-976.8824,1316.881835,0.8142,7.415,1,50
42,19.1572,980.976288,0.8102,4.214,0,2
43,-160.8782,1331.979146,0.8061,7.770,0,15
44,7.8139,1444.724518,0.8021,7.287,0,4
45,19.4806,1514.670044,0.7981,5.194,0,1
46,-22.3066,1075.248093,0.7941,5.766,0,4
47,-448.9041,1281.770223,0.7901,7.002,0,28
48,-23.1409,1350.016551,0.7862,5.235,0,6
49,-128.1998,1181.649741,0.7822,5.857,0,14
50,18.7104,1271.613098,0.7783,6.448,0,2
51,18.3276,1093.040588,0.7744,5.575,0,3
52,17.0946,1139.109456,0.7705,9.685,0,3
53,-282.1575,1323.400307,0.7667,5.789,0,22
54,18.8594,1032.082275,0.7629,5.703,0,2
55,-32.8108,1280.382528,0.7590,5.622,0,6
56,-454.8338,1458.436722,0.7553,6.556,1,24
57,-260.2712,1420.668906,0.7515,6.847,0,20
58,-157.1600,1246.214339,0.7477,7.160,0,11
59,-36.0332,1309.080933,0.7440,7.542,0,9
60,-22.6121,1521.975545,0.7403,4.354,0,6
61,-1096.7747,1414.332336,0.7366,6.452,0,50
62,-1017.5839,1461.393853,0.7329,7.881,0,50
63,-81.1433,881.222595,0.7292,5.716,0,6
64,-113.9316,1029.138214,0.7256,5.617,0,10
65,-695.7149,1218.223404,0.7219,6.350,0,32
66,-52.1865,1417.225922,0.7183,7.288,0,6
67,-299.1654,1286.742634,0.7147,7.638,0,19
68,-43.4213,1341.190628,0.7112,5.702,0,8
69,-324.1649,1222.636635,0.7076,6.942,0,16
70,-337.0721,1416.165652,0.7041,7.858,0,20
71,-177.6785,1547.850496,0.7005,5.485,0,15
72,7.8242,1507.172089,0.6970,7.253,0,4
73,10.0000,1738.233032,0.6936,0.000,0,1
74,-20.5169,1414.842407,0.6901,5.169,0,3
75,-63.1661,1381.607567,0.6866,5.277,0,8
76,-889.3186,1364.121970,0.6832,5.931,1,48
77,-104.8027,1218.698511,0.6798,4.803,0,10
78,-995.0084,1370.321104,0.6764,5.954,2,50
79,-146.5427,1463.332563,0.6730,6.543,0,14
80,-84.1644,1546.617352,0.6696,5.205,0,10
81,10.0000,2353.906982,0.6663,0.000,0,1
82,10.0000,2302.358887,0.6630,0.000,0,1
83,-42.7931,1823.415344,0.6597,6.983,0,6
84,8.4523,1789.060588,0.6564,7.738,0,3
85,-63.8497,1972.800018,0.6531,4.812,0,8
86,18.7644,2102.127197,0.6498,12.356,0,1
87,19.3708,1321.328979,0.6466,6.292,0,1
88,17.3036,1778.492065,0.6433,6.741,0,4
89,19.4813,2469.958252,0.6401,5.187,0,1
90,10.0000,2640.681641,0.6369,0.000,0,1
91,17.1911,1657.953033,0.6337,7.022,0,4
92,19.6854,1656.868652,0.6306,3.146,0,1
93,-45.4771,2003.581095,0.6274,9.128,0,6
94,19.1713,2069.910645,0.6243,8.287,0,1
95,-713.9821,1659.156494,0.6211,6.482,0,40
96,-44.6845,2114.726929,0.6180,7.807,0,6
97,16.0827,1425.554840,0.6149,9.793,0,4
98,-23.0623,1898.978125,0.6119,6.125,0,5
99,18.1018,2094.662598,0.6088,6.327,0,3
100,10.0000,2528.805176,0.6058,0.000,0,1
101,-2.8187,1945.442301,0.6027,7.047,0,6
102,19.1562,1059.962524,0.5997,8.438,0,1
103,-51.2891,1846.834448,0.5967,6.446,0,5
104,-960.5475,1539.988595,0.5937,7.104,0,50
105,-963.9818,1492.816227,0.5908,8.288,0,50
106,-413.8373,1412.768381,0.5878,6.589,0,25
107,-25.2084,1443.619480,0.5849,5.787,0,9
108,-628.4878,1383.183424,0.5820,7.340,1,37
109,-1097.9716,1249.914402,0.5790,7.657,1,50
110,-90.0000,1216.600342,0.5762,0.000,0,5
111,9.0590,2072.905721,0.5733,4.705,0,3
112,-165.8340,1565.867518,0.5704,7.293,0,12
113,-330.5340,1495.234546,0.5676,7.023,0,21
114,-75.6566,1510.222283,0.5647,7.071,0,9
115,-448.7342,1595.790277,0.5619,7.806,0,29
116,9.2551,1642.180908,0.5591,3.725,0,3
117,8.2533,1443.548503,0.5563,8.734,0,3
118,18.4561,1352.367676,0.5535,15.439,0,1
119,-504.8667,1416.028874,0.5507,6.758,0,29
120,7.9174,1638.243225,0.5480,6.942,0,4
121,-89.1308,1404.614899,0.5452,8.262,1,6
122,-167.0172,1497.000122,0.5425,7.797,0,13
123,-2.2757,1531.230754,0.5398,7.586,0,3
124,-938.8616,1492.593384,0.5371,6.414,0,50
125,19.4843,1028.109009,0.5344,5.157,0,1
126,-1.9794,1373.400467,0.5318,4.949,0,4
127,-293.9494,1399.962823,0.5291,6.975,0,20
128,-0.7374,1352.685669,0.5264,3.687,0,4
129,9.2374,1791.399353,0.5238,7.626,0,2
130,-62.7327,1333.009277,0.5212,4.555,0,6
131,9.6843,1477.643066,0.5186,3.157,0,2
132,-20.5184,1707.923910,0.5160,5.184,0,3
133,18.6183,1271.105774,0.5134,6.908,0,2
134,-333.4319,1683.001712,0.5108,6.105,0,24
135,-235.9977,1325.556238,0.5083,5.998,0,15
136,19.5728,653.425476,0.5058,4.272,0,1
137,19.4828,1280.528320,0.5032,5.172,0,1
138,-12.5069,1525.728247,0.5007,6.267,0,5
139,18.7437,1294.211670,0.4982,4.188,0,3
140,-183.9964,1219.772288,0.4957,4.996,0,12
141,-4.8888,1587.241752,0.4932,6.984,0,7
142,-112.9421,1585.171558,0.4908,8.825,1,10
143,19.4746,844.525269,0.4883,5.254,0,1
144,-497.0188,1396.314798,0.4859,6.808,0,31
145,-84.1324,1421.419746,0.4834,6.887,0,8
146,-14.0967,1356.371015,0.4810,6.828,0,7
147,-22.6464,1332.714859,0.4786,6.616,0,4
148,7.1793,1579.147766,0.4762,5.641,0,6
149,-46.0212,1274.930275,0.4738,7.527,0,8
150,19.4831,1577.463745,0.4715,5.169,0,1
151,19.3751,1280.486572,0.4691,6.249,0,1
152,-52.2139,1596.675136,0.4668,5.535,0,7
153,-281.5151,1432.573605,0.4644,6.774,0,20
154,18.8292,1299.582214,0.4621,5.854,0,2
155,-101.4269,1316.802157,0.4598,9.181,1,11
156,9.2782,1272.079834,0.4575,7.218,0,2
157,9.4828,1589.425659,0.4552,5.172,0,2
158,18.7600,1314.877625,0.4529,6.200,0,2
159,-61.2373,1352.451440,0.4507,12.373,0,5
160,-42.4579,1616.290629,0.4484,6.145,0,6
161,8.3211,1610.135742,0.4462,8.395,0,3
162,-95.5525,1455.892489,0.4440,6.941,0,11
163,9.1630,1310.550064,0.4417,8.370,0,2
164,-765.1038,1619.449351,0.4395,6.785,0,43
165,9.4794,1267.144318,0.4373,5.206,0,2
166,-31.0427,1691.463184,0.4351,5.214,0,5
167,-303.5946,1796.356362,0.4330,7.155,0,22
168,19.2521,1249.867126,0.4308,3.739,0,2
169,8.3053,1537.922058,0.4286,5.649,0,4
170,10.0000,1337.606445,0.4265,0.000,0,1
171,9.5800,1780.765686,0.4244,4.200,0,2
172,-807.2261,1765.855810,0.4223,6.350,1,44
173,-115.1954,1838.531916,0.4201,5.195,0,11
174,7.7779,2055.692285,0.4180,5.555,0,5
175,-173.7367,1915.387095,0.4159,7.473,0,12
176,18.8636,1816.893921,0.4139,5.682,0,2
177,9.4795,1770.555481,0.4118,5.205,0,2
178,-194.9796,2267.720268,0.4097,5.533,0,16
179,9.4793,1988.226501,0.4077,5.207,0,2
180,-23.3240,1811.960950,0.4057,6.648,0,5
181,-3.3150,1792.333649,0.4036,8.287,0,4
182,-222.3086,1444.182424,0.4016,7.240,0,18
183,18.4422,1256.258789,0.3996,7.789,0,2
184,-5.6775,1422.965655,0.3976,8.111,0,7
185,-148.3930,1714.667236,0.3956,5.995,0,14
186,18.4538,1745.004395,0.3936,15.462,0,1
187,-264.6443,1414.377539,0.3917,7.708,0,20
188,18.2289,1685.255127,0.3897,5.904,0,3
189,-55.1878,1521.576253,0.3878,6.485,0,9
190,18.6398,1528.466024,0.3858,4.534,0,3
191,10.0000,1953.561035,0.3839,0.000,0,1
192,-1102.7901,1485.142301,0.3820,7.597,0,50
193,-1.4605,1497.722371,0.3801,4.868,0,3
194,-308.3157,1331.618265,0.3782,5.940,0,20
195,19.3741,1702.917725,0.3763,6.259,0,1
196,-947.9458,1422.857971,0.3744,7.744,0,50
197,18.6464,1459.581177,0.3725,6.768,0,2
198,18.4474,1435.805542,0.3707,7.763,0,2
199,-322.2867,1457.002644,0.3688,8.915,0,25
200,-76.8388,1326.005669,0.3670,9.770,0,8
201,18.5485,1344.470459,0.3651,7.257,0,2
202,8.8373,1244.812052,0.3633,5.813,0,3
203,-103.4657,1421.434601,0.3615,5.776,0,8
204,19.4735,1258.842041,0.3597,5.265,0,1
205,16.5519,1420.382416,0.3579,8.620,0,4
206,-2.0518,1543.486084,0.3561,6.839,0,3
207,-909.1936,1345.715257,0.3543,6.346,0,50
208,19.3601,1412.324463,0.3525,6.399,0,1
209,-204.2268,1279.830526,0.3508,6.151,1,15
210,-86.2632,1471.925781,0.3490,5.694,0,11
211,-20.9600,1383.786285,0.3473,4.800,0,4
212,-656.6887,1441.746569,0.3455,6.672,0,41
213,18.3050,1694.271118,0.3438,8.475,0,2
214,-23.9032,1646.890112,0.3421,7.806,0,5
215,10.0000,1200.194214,0.3404,0.000,0,1
216,9.2758,915.856720,0.3387,7.242,0,2
217,19.6810,945.858521,0.3370,3.190,0,1
218,9.6744,925.313599,0.3353,3.256,0,2
219,8.3228,1388.777913,0.3336,8.386,0,3
220,10.0000,437.294006,0.3320,0.000,0,1
221,18.7200,1577.604085,0.3303,4.267,0,3
222,19.0698,1742.037598,0.3286,9.302,0,1
223,-700.7164,1576.569010,0.3270,6.272,1,41
224,-477.0055,1483.986579,0.3254,5.864,0,29
225,19.6732,2202.409668,0.3237,3.268,0,1
226,18.8456,1227.362152,0.3221,5.772,0,2
227,17.4120,1248.685913,0.3205,12.940,0,2
228,-428.2457,1544.708406,0.3189,8.294,0,27
229,-38.0946,1691.478241,0.3173,7.736,1,4
230,18.9625,1735.993408,0.3157,10.375,0,1
231,19.6817,1094.193604,0.3141,3.183,0,1
232,18.6344,1418.617757,0.3126,4.552,0,3
233,-75.1693,1499.616925,0.3110,5.744,0,10
234,17.3587,2113.340759,0.3095,6.603,0,4
235,19.0435,836.505768,0.3079,4.782,0,2
236,18.2014,1958.785522,0.3064,5.995,0,3
237,19.5742,1443.874756,0.3048,4.258,0,1
238,-400.8619,1381.629434,0.3033,8.024,0,26
239,8.6380,1229.187012,0.3018,6.810,0,3
240,-208.5016,1527.265501,0.3003,7.501,1,18
241,-450.1287,1339.897895,0.2988,8.752,0,26
242,8.6183,1269.801880,0.2973,4.606,0,4
243,-31.6823,1341.923804,0.2958,8.411,0,5
244,-54.4332,1357.151883,0.2943,5.541,0,9
245,17.4727,1060.213028,0.2929,6.318,0,4
246,-91.9166,1173.331200,0.2914,3.833,0,8
247,-331.5716,1307.412083,0.2899,5.239,0,16
248,8.7299,1530.653605,0.2885,6.350,0,3
249,8.2223,1997.788656,0.2870,8.888,0,3
250,-547.9249,1321.607445,0.2856,9.958,0,29
251,10.0000,857.723633,0.2842,0.000,0,1
252,-206.7117,1096.976063,0.2828,8.365,1,14
253,18.7593,1245.491455,0.2813,12.407,0,1
254,17.3896,1219.927124,0.2799,8.701,0,3
255,19.1581,1073.608337,0.2785,4.210,0,2
256,18.7291,1201.151306,0.2771,6.354,0,2
257,-908.8657,1172.483684,0.2758,6.014,0,50
258,-371.3999,1165.221770,0.2744,9.727,0,25
259,10.0000,958.642151,0.2730,0.000,0,1
260,-468.1536,1184.808596,0.2716,8.269,1,29
261,18.9670,1601.256958,0.2703,10.330,0,1
262,18.7951,1597.823303,0.2689,6.024,0,2
263,-5.6635,1385.032584,0.2676,8.091,0,7
264,7.3978,1795.309082,0.2663,13.011,0,3
265,-861.7616,1305.924034,0.2649,8.523,0,49
266,-212.0397,1537.670994,0.2636,8.600,0,14
