episode,reward,loss,epsilon,avg_delay,drops,steps
1,-11.9678,0.000000,0.0000,39.357,0,3
2,-11.8567,0.000000,0.0000,37.133,0,5
3,-11.4371,0.000000,0.0000,28.741,0,4
4,19.4013,0.000000,0.0000,11.975,0,2
5,-12.4014,0.000000,0.0000,48.027,0,3
6,-12.3906,0.000000,0.0000,47.813,0,5
7,19.4164,0.000000,0.0000,11.671,0,2
8,-11.8577,0.000000,0.0000,37.154,0,3
9,18.7412,0.000000,0.0000,25.177,0,4
10,-11.7685,0.000000,0.0000,35.370,0,3
11,19.5188,0.000000,0.0000,9.625,0,2
12,19.7096,0.000000,0.0000,5.808,0,2
13,-11.7263,0.000000,0.0000,34.526,0,3
14,-11.4718,0.000000,0.0000,29.436,0,2
15,-11.5016,0.000000,0.0000,30.033,0,2
16,18.8845,0.000000,0.0000,22.311,0,3
17,19.7160,0.000000,0.0000,5.679,0,2
18,18.5890,0.000000,0.0000,28.220,0,4
19,-11.1736,0.000000,0.0000,23.471,0,3
20,17.7303,0.000000,0.0000,45.395,0,5
21,17.6013,0.000000,0.0000,47.974,0,3
22,-11.6027,0.000000,0.0000,32.055,0,3
23,-11.7436,0.000000,0.0000,34.872,0,3
24,-10.8869,0.000000,0.0000,17.737,0,2
25,-12.0289,0.000000,0.0000,40.577,0,3
26,-12.4352,0.000000,0.0000,48.705,0,4
27,-11.5299,0.000000,0.0000,30.597,0,3
28,-11.7741,0.000000,0.0000,35.483,0,3
29,-11.6639,0.000000,0.0000,33.279,0,2
30,18.6208,0.000000,0.0000,27.584,0,2
31,-12.0049,0.000000,0.0000,40.098,0,3
32,-11.0664,0.000000,0.0000,21.328,0,3
33,-11.3906,0.000000,0.0000,27.811,0,3
34,18.5476,0.000000,0.0000,29.048,0,3
35,18.3112,0.000000,0.0000,33.776,0,3
36,19.2671,0.000000,0.0000,14.658,0,3
37,-11.2695,0.000000,0.0000,25.390,0,3
38,19.6409,0.000000,0.0000,7.181,0,2
39,-12.1817,0.000000,0.0000,43.634,0,4
40,-10.0000,0.000000,0.0000,0.000,0,1
41,19.3632,0.000000,0.0000,12.737,0,2
42,18.7741,0.000000,0.0000,24.518,0,3
43,-14.0649,0.000000,0.0000,81.298,0,4
44,19.2878,0.000000,0.0000,14.243,0,2
45,19.0738,0.000000,0.0000,18.524,0,2
46,17.7069,0.000000,0.0000,45.862,0,4
47,-12.1294,0.000000,0.0000,42.588,0,3
48,-12.3127,0.000000,0.0000,46.254,0,2
49,18.5427,0.000000,0.0000,29.146,0,3
50,17.2442,0.000000,0.0000,55.116,0,4
51,19.5198,0.000000,0.0000,9.604,0,2
52,17.6176,0.000000,0.0000,47.648,0,4
