episode,reward,loss,epsilon,avg_delay,drops,steps
1,16.4946,0.000000,0.9950,8.764,0,4
2,17.7423,0.000000,0.9900,11.289,0,2
3,-99.3445,0.000000,0.9851,7.787,0,13
4,-138.4437,0.000000,0.9801,7.036,0,13
5,-253.9034,0.000000,0.9752,6.621,0,21
6,-49.1802,240.083613,0.9704,8.346,0,11
7,-5.6864,812.176310,0.9655,9.477,0,6
8,19.1700,760.359680,0.9607,8.300,0,1
9,-47.8497,695.930779,0.9559,9.812,0,8
10,-24.0476,622.937732,0.9511,8.095,0,5
11,-2.1894,580.193115,0.9464,7.298,0,3
12,19.2404,617.734131,0.9416,7.596,0,1
13,-76.1635,458.285456,0.9369,6.164,0,11
14,19.6812,337.725128,0.9322,3.188,0,1
15,19.5718,630.621826,0.9276,4.282,0,1
16,-402.1049,426.217418,0.9229,8.502,0,28
17,-369.2428,479.920007,0.9183,6.782,1,25
18,-597.6906,423.905905,0.9137,6.303,1,36
19,18.2903,423.481333,0.9092,5.699,0,3
20,-842.8196,507.772680,0.9046,6.339,0,46
21,-219.5841,950.755414,0.9001,5.324,0,19
22,19.4797,920.570801,0.8956,5.203,0,1
23,19.4758,637.693787,0.8911,5.242,0,1
24,-126.0130,925.225736,0.8867,6.681,0,13
25,-434.3688,907.589604,0.8822,5.987,0,28
26,-936.5120,876.351046,0.8778,5.892,0,50
27,16.8931,605.125656,0.8734,7.767,0,4
28,-890.8995,932.587424,0.8691,7.194,1,47
29,19.2801,647.130005,0.8647,7.199,0,1
30,-205.8423,972.111626,0.8604,5.311,0,17
31,9.6817,1186.313293,0.8561,3.183,0,2
32,-11.3618,1201.872894,0.8518,4.539,0,4
33,-52.6461,1129.954904,0.8475,4.410,0,7
34,-881.9886,1235.785125,0.8433,7.582,0,45
35,-143.6501,1189.180686,0.8391,5.214,0,11
36,-148.2975,1007.289282,0.8349,9.219,0,11
37,-0.6281,1379.507609,0.8307,6.281,0,3
38,-242.0868,1192.772975,0.8266,5.217,0,14
39,-23.1365,1023.406409,0.8224,6.273,0,5
40,18.4479,1109.544373,0.8183,7.760,0,2
41,-34.2411,1286.040120,0.8142,8.482,0,6
42,19.0575,1590.330811,0.8102,4.712,0,2
43,-75.3616,1440.075012,0.8061,7.659,0,8
44,17.8201,1588.926025,0.8021,5.450,0,4
45,-76.8068,1213.293686,0.7981,9.724,0,8
46,-2.7070,1355.057922,0.7941,6.768,0,4
47,16.2602,1431.944214,0.7901,6.233,0,6
48,18.3427,1257.462036,0.7862,8.287,0,2
49,-115.8790,1432.981885,0.7822,8.399,0,10
50,-323.7430,1271.659485,0.7783,5.975,0,24
51,-286.6389,1384.792944,0.7744,8.757,0,22
52,-4.7670,1397.224874,0.7705,7.945,0,6
53,7.6231,1729.218424,0.7667,11.884,0,3
54,-67.6618,1501.150946,0.7629,7.662,0,10
55,-663.8894,1426.617006,0.7590,9.159,0,40
56,18.0209,1297.368347,0.7553,6.597,0,3
57,-156.3905,1599.133936,0.7515,4.565,0,15
58,-28.2018,1379.510396,0.7477,9.113,0,9
59,-469.0756,1453.310482,0.7440,7.630,0,30
60,17.4188,1939.816162,0.7403,12.906,0,2
61,-4.6657,1774.781396,0.7366,9.331,0,5
62,-22.2660,2136.620117,0.7329,11.330,0,4
63,-48.1675,1759.989353,0.7292,9.075,0,9
64,-38.5491,1596.181015,0.7256,5.915,1,8
65,-938.7852,1588.430963,0.7219,8.815,0,50
66,17.5128,1648.505249,0.7183,8.291,0,3
67,-302.8934,1615.409191,0.7147,6.786,0,22
68,17.6169,1496.222616,0.7112,7.944,0,3
69,17.7146,1964.327148,0.7076,5.713,0,4
70,17.9025,2312.226013,0.7041,5.244,0,4
71,-230.2004,1883.858812,0.7005,7.286,0,18
72,-367.6974,1721.152787,0.6970,8.849,0,23
73,-2.0555,1747.117523,0.6936,10.277,0,4
74,-34.8452,1296.373800,0.6901,9.690,0,6
75,-992.3776,1777.617148,0.6866,8.520,0,50
76,-87.7455,1612.799561,0.6832,8.606,0,9
77,-73.0524,1405.506744,0.6798,6.105,0,8
78,-252.0456,1652.129936,0.6764,7.046,1,15
79,-75.1478,1718.240668,0.6730,8.580,0,9
80,-104.9468,1693.783447,0.6696,8.245,0,8
81,18.4607,1896.622192,0.6663,15.393,0,1
82,-299.2495,1588.385355,0.6630,8.369,0,23
83,-21.5976,1281.940137,0.6597,5.325,0,5
84,-319.9833,1465.430749,0.6564,8.688,0,23
