episode,reward,loss,epsilon,avg_delay,drops,steps
1,-11.9200,0.000000,0.0000,38.399,0,4
2,-11.9890,0.000000,0.0000,39.779,0,5
3,19.5328,0.000000,0.0000,9.344,0,2
4,-11.1079,0.000000,0.0000,22.157,0,2
5,19.1413,0.000000,0.0000,17.174,0,3
6,-14.1159,0.000000,0.0000,82.317,0,6
7,-11.1534,0.000000,0.0000,23.068,0,3
8,-10.8900,0.000000,0.0000,17.800,0,2
9,-11.2353,0.000000,0.0000,24.706,0,3
10,-11.6757,0.000000,0.0000,33.513,0,2
11,-11.0253,0.000000,0.0000,20.505,0,2
12,19.0506,0.000000,0.0000,18.988,0,2
13,-11.4844,0.000000,0.0000,29.688,0,4
14,-11.1346,0.000000,0.0000,22.693,0,2
15,-12.3739,0.000000,0.0000,47.477,0,4
16,18.8716,0.000000,0.0000,22.568,0,2
17,-11.0833,0.000000,0.0000,21.666,0,2
18,17.7099,0.000000,0.0000,45.801,0,5
19,19.4817,0.000000,0.0000,10.367,0,2
20,18.9811,0.000000,0.0000,20.379,0,3
21,19.5013,0.000000,0.0000,9.975,0,2
22,17.8524,0.000000,0.0000,42.952,0,3
23,18.4420,0.000000,0.0000,31.160,0,3
24,19.1360,0.000000,0.0000,17.280,0,2
25,-10.6969,0.000000,0.0000,13.938,0,2
26,-11.5156,0.000000,0.0000,30.312,0,2
27,-10.3511,0.000000,0.0000,7.023,0,2
28,18.5625,0.000000,0.0000,28.749,0,2
29,-11.3366,0.000000,0.0000,26.732,0,3
30,-10.5107,0.000000,0.0000,10.214,0,2
31,18.7555,0.000000,0.0000,24.891,0,3
32,-10.0000,0.000000,0.0000,0.000,0,1
33,19.5110,0.000000,0.0000,9.780,0,2
34,-15.5373,0.000000,0.0000,110.746,0,6
35,-11.9356,0.000000,0.0000,38.713,0,2
36,19.6146,0.000000,0.0000,7.709,0,2
37,19.5945,0.000000,0.0000,8.110,0,2
38,-11.6926,0.000000,0.0000,33.852,0,2
39,18.1761,0.000000,0.0000,36.477,0,4
40,-12.6621,0.000000,0.0000,53.243,0,3
41,-12.7451,0.000000,0.0000,54.902,0,3
42,19.2133,0.000000,0.0000,15.734,0,2
43,19.2132,0.000000,0.0000,15.736,0,2
44,-11.3639,0.000000,0.0000,27.279,0,2
45,-11.1824,0.000000,0.0000,23.647,0,2
46,-10.0000,0.000000,0.0000,0.000,0,1
47,17.0826,0.000000,0.0000,58.348,0,5
48,-10.0000,0.000000,0.0000,0.000,0,1
49,-10.0000,0.000000,0.0000,0.000,0,1
50,-11.6852,0.000000,0.0000,33.704,0,2
51,18.6730,0.000000,0.0000,26.541,0,3
52,15.2456,0.000000,0.0000,95.088,0,6
53,-10.0000,0.000000,0.0000,0.000,0,1
54,-10.8288,0.000000,0.0000,16.576,0,2
55,-11.5729,0.000000,0.0000,31.457,0,3
56,-10.7585,0.000000,0.0000,15.170,0,2
57,-12.7919,0.000000,0.0000,55.837,0,4
58,-13.1479,0.000000,0.0000,62.959,0,3
59,19.4403,0.000000,0.0000,11.194,0,2
60,19.5954,0.000000,0.0000,8.091,0,2
61,-11.7352,0.000000,0.0000,34.704,0,2
62,19.4772,0.000000,0.0000,10.455,0,2
63,19.1042,0.000000,0.0000,17.915,0,2
64,-10.9973,0.000000,0.0000,19.945,0,2
65,19.1971,0.000000,0.0000,16.059,0,2
66,-10.0000,0.000000,0.0000,0.000,0,1
67,-12.7707,0.000000,0.0000,55.415,0,4
68,-10.0000,0.000000,0.0000,0.000,0,1
69,-12.4733,0.000000,0.0000,49.466,0,4
70,-10.0000,0.000000,0.0000,0.000,0,1
71,-10.0000,0.000000,0.0000,0.000,0,1
72,17.6866,0.000000,0.0000,46.267,0,3
73,-10.0000,0.000000,0.0000,0.000,0,1
74,-10.0000,0.000000,0.0000,0.000,0,1
75,19.5919,0.000000,0.0000,8.162,0,2
76,-10.0000,0.000000,0.0000,0.000,0,1
77,16.7276,0.000000,0.0000,65.448,0,5
78,18.3184,0.000000,0.0000,33.633,0,4
79,16.9826,0.000000,0.0000,60.349,0,4
80,19.3421,0.000000,0.0000,13.158,0,2
81,-10.0000,0.000000,0.0000,0.000,0,1
82,-10.0000,0.000000,0.0000,0.000,0,1
83,-12.1322,0.000000,0.0000,42.644,0,3
84,19.3905,0.000000,0.0000,12.189,0,2
85,-10.0000,0.000000,0.0000,0.000,0,1
86,-10.0000,0.000000,0.0000,0.000,0,1
87,17.9878,0.000000,0.0000,40.244,0,4
88,18.5430,0.000000,0.0000,29.140,0,2
89,19.0650,0.000000,0.0000,18.700,0,2
90,18.2191,0.000000,0.0000,35.619,0,4
91,-10.0000,0.000000,0.0000,0.000,0,1
92,-10.8676,0.000000,0.0000,17.352,0,2
93,-10.8763,0.000000,0.0000,17.526,0,2
94,-10.0000,0.000000,0.0000,0.000,0,1
95,18.5579,0.000000,0.0000,28.843,0,3
96,19.6388,0.000000,0.0000,7.225,0,2
97,-11.7258,0.000000,0.0000,34.515,0,3
98,18.5439,0.000000,0.0000,29.121,0,3
99,-10.0000,0.000000,0.0000,0.000,0,1
100,18.0793,0.000000,0.0000,38.415,0,4
101,19.2597,0.000000,0.0000,14.806,0,2
102,16.8625,0.000000,0.0000,62.749,0,5
103,19.3776,0.000000,0.0000,12.449,0,2
104,-10.0000,0.000000,0.0000,0.000,0,1
105,-11.3143,0.000000,0.0000,26.286,0,3
106,-11.3663,0.000000,0.0000,27.327,0,3
107,-10.8431,0.000000,0.0000,16.862,0,2
108,-11.4639,0.000000,0.0000,29.277,0,2
109,18.7396,0.000000,0.0000,25.208,0,3
110,18.9413,0.000000,0.0000,21.175,0,3
111,-11.3992,0.000000,0.0000,27.984,0,3
112,19.5104,0.000000,0.0000,9.792,0,2
113,18.6934,0.000000,0.0000,26.133,0,3
114,19.4207,0.000000,0.0000,11.587,0,2
115,19.2348,0.000000,0.0000,15.305,0,2
116,17.8802,0.000000,0.0000,42.396,0,3
